,Age,Gender,Income,Location,Device,Interest_Category,Time_Spent_on_Site,Number_of_Pages_Viewed,Click
1930,35,Male,67947,Urban,Desktop,Technology,51.755297909131464,15,1
1931,36,Male,67224,Suburban,Desktop,Fashion,45.89652991462004,3,0
1932,39,Female,65865,Rural,Desktop,Fashion,95.96546851752184,7,0
1933,54,Female,45553,Urban,Mobile,Technology,63.67448539498404,18,1
1934,49,Male,80410,Suburban,Desktop,Technology,19.702719754248708,14,1
1935,58,Male,44816,Rural,Mobile,Sports,89.98408726296805,18,0
1936,20,Male,75026,Rural,Mobile,Sports,50.642117495865676,19,1
1937,45,Female,70705,Rural,Mobile,Travel,35.23628847769692,14,0
1938,27,Female,81922,Suburban,Desktop,Travel,48.182341532382814,6,1
1939,52,Female,93914,Urban,Desktop,Technology,62.24200481479308,8,1
1940,46,Male,21881,Urban,Desktop,Technology,44.458284387956084,7,0
1941,32,Female,59567,Suburban,Tablet,Sports,32.81916384805215,18,0
1942,50,Male,67365,Urban,Mobile,Sports,50.82773331245774,18,0
1943,24,Male,99211,Suburban,Tablet,Technology,7.204884736238298,15,1
1944,29,Male,90122,Urban,Mobile,Fashion,93.83725230107609,19,0
1945,47,Female,45006,Rural,Desktop,Fashion,24.658662760272367,2,1
1946,38,Male,61198,Urban,Mobile,Travel,10.049030567523284,8,1
1947,48,Female,42831,Suburban,Mobile,Technology,80.17534968408411,11,0
1948,41,Female,36459,Suburban,Tablet,Technology,94.0026548147223,18,1
1949,37,Male,52443,Rural,Mobile,Travel,98.59035013317697,13,1
1950,54,Male,62316,Suburban,Desktop,Sports,61.753556005968996,9,0
1951,21,Female,84486,Urban,Mobile,Sports,28.61734123934831,9,1
1952,45,Male,25877,Urban,Mobile,Fashion,89.78118288373008,17,1
1953,61,Female,59553,Rural,Mobile,Technology,85.46700387274878,7,0
1954,37,Male,24922,Suburban,Tablet,Sports,33.321134421864926,9,0
1955,41,Female,24686,Rural,Mobile,Fashion,108.8918919242212,1,1
1956,49,Female,52766,Urban,Mobile,Fashion,17.002717679525333,2,1
1957,58,Female,99943,Rural,Tablet,Fashion,118.00914755300245,4,1
1958,53,Female,52006,Suburban,Tablet,Sports,103.92849826240843,14,1
1959,51,Male,51422,Rural,Tablet,Sports,84.10834423009365,4,0
1960,53,Male,32205,Suburban,Tablet,Technology,112.95623715218078,2,1
1961,19,Female,43527,Suburban,Desktop,Technology,88.06578435722639,8,1
1962,32,Female,38443,Urban,Desktop,Fashion,26.90255465845528,18,1
1963,51,Male,36524,Urban,Mobile,Fashion,55.84795588297335,19,1
1964,53,Male,48202,Urban,Desktop,Sports,13.222847798138066,14,0
1965,23,Male,85552,Suburban,Mobile,Sports,49.81060356313327,10,1
1966,56,Male,66142,Rural,Desktop,Technology,90.28434726977899,17,0
1967,59,Male,81692,Suburban,Tablet,Technology,49.440985357044,8,0
1968,29,Male,40855,Urban,Tablet,Travel,42.983830178835426,14,0
1969,20,Female,80372,Urban,Desktop,Technology,73.46590808868586,8,0
1970,62,Male,45095,Rural,Desktop,Sports,105.30352083487293,5,0
1971,35,Male,58724,Urban,Mobile,Fashion,10.47206714280293,16,1
1972,57,Female,69241,Urban,Mobile,Travel,49.32909999046957,8,0
1973,38,Male,72003,Urban,Mobile,Technology,23.19768530875521,10,0
1974,32,Male,88379,Rural,Tablet,Technology,84.96573883416501,8,0
1975,50,Male,35972,Suburban,Tablet,Sports,17.158324449580512,9,1
1976,52,Male,42927,Urban,Tablet,Travel,81.45289223672812,18,0
1977,43,Male,86630,Rural,Tablet,Technology,37.910800141759346,3,1
1978,25,Female,72347,Urban,Mobile,Fashion,27.87543357978084,17,0
1979,53,Male,89518,Rural,Tablet,Sports,112.68054414987331,15,0
1980,47,Female,65283,Urban,Tablet,Travel,7.1303263257849245,17,1
1981,40,Female,32205,Rural,Tablet,Technology,55.34438626730043,8,1
1982,59,Male,32748,Urban,Tablet,Technology,7.487104133106285,2,1
1983,61,Female,41097,Suburban,Desktop,Travel,60.61320053199783,17,0
1984,31,Male,23092,Urban,Mobile,Sports,62.6204484463581,18,1
1985,31,Female,73311,Rural,Mobile,Travel,41.99118421039591,5,1
1986,19,Female,42692,Urban,Tablet,Travel,20.198604415377723,9,1
1987,54,Male,43862,Suburban,Desktop,Sports,48.28456683946466,9,1
1988,22,Male,99507,Urban,Mobile,Technology,82.31023809224509,2,1
1989,55,Male,90469,Rural,Mobile,Fashion,94.9755179941128,2,0
1990,62,Male,24926,Rural,Tablet,Sports,66.03631927463637,19,1
1991,58,Male,23969,Suburban,Tablet,Fashion,72.83095536057189,3,0
1992,64,Female,55733,Rural,Mobile,Technology,28.07088267933506,17,1
1993,31,Female,89855,Urban,Mobile,Travel,38.042988321179685,14,1
1994,56,Female,61743,Urban,Desktop,Fashion,23.61799515602122,14,0
1995,42,Female,59876,Urban,Mobile,Technology,33.668965250530306,14,0
1996,37,Female,40323,Rural,Mobile,Technology,30.861979725936152,6,0
1997,19,Female,36428,Urban,Tablet,Travel,64.73661043499231,3,0
1998,56,Female,54578,Urban,Mobile,Travel,69.70920691593388,1,1
1999,23,Male,84140,Urban,Tablet,Technology,113.66895339447302,16,0
